LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,LST,Coupling_Coordination_Level,WS,Tair,SRAD,RH,PRE
P1177,2023,677317.2035,3839323.56,0,0,0,0,0,0,0,0,0,0,0.69897151,0.051805374,0.453770835,990,9.253175735,0.168035617,45.88628343,3,3.513383389,302.7276611,351.4239502,43.61121368,0
P1178,2023,718027.2035,3807583.56,14.7028,93.8878,3.0345,2.2313,84.4327,22.1067,0.6668,0.373144832,0.003780718,0,0.81494379,0.088444756,0.000996046,157,0.783324718,0,35.80891566,2,3.266225338,300.7240295,344.9950562,43.07040024,0
P1179,2023,755287.2035,3820693.56,0,0,0,0,0,0,0,0,0,0,0.599633336,0.024259035,0.446119512,1757,56.11942291,1.774273637,42.89207963,3,3.330896139,301.9098511,329.2897949,43.67530441,0
P1180,2023,772537.2035,3862093.56,4.2008,10.0819,1.3333,1,75,90.9495,0.0704,0,0,0.013232514,0.642471075,0.040066268,0.12172942,96,3.431537628,0,43.62948574,3,3.581853867,303.134613,332.3762817,35.30009842,0
P1181,2023,713887.2035,3831043.56,14.7028,73.0939,3.2,1.9301,74.7126,42.4574,0.4765,0.181640278,0,0,0.769272447,0.038537992,0.001037954,120,5.515936375,0,35.98743564,3,3.328712702,300.8667603,342.4272156,41.35496902,0
P1182,2023,719407.2035,3831043.56,14.7028,42.8481,3,1.4098,62.3188,66.1019,0.2726,0.074399293,0.007561437,0,0.718756616,0.059615085,0,91,8.582363129,0,36.38764235,3,3.35043478,301.0508118,339.7914124,41.76514053,0
P1184,2023,714577.2035,3813793.56,0,0,0,0,0,0,0,0,0,0,0.718579888,0.063244588,0.124268717,332,1.254252195,0.956355879,42.31860311,2,3.248751163,300.8599243,342.9194336,42.60342407,0
P1185,2023,724927.2035,3848293.56,0,0,0,0,0,0,0,0,0,0,0.629822075,0.036611838,0.50156671,866,55.17474365,2.312143349,40.94100421,4,3.475584507,302.7024536,332.4110107,37.39203644,0
P1186,2023,709747.2035,3846913.56,8.4016,15.1229,2,1.125,40,89.0984,0.0784,0.015122873,0,0,0.778551877,0.068859197,0.039238392,183,2.659931421,0,35.53970089,3,3.440376282,302.5697632,329.7347412,37.70004272,0
P1187,2023,720097.2035,3847603.56,0,0,0,0,0,0,0,0,0,0,0.672299385,0.041450193,0.765576532,829,19.78391457,0.610702585,43.30849476,3,3.464129925,302.7097473,332.1482849,37.20343781,0
P1188,2023,702157.2035,3803443.56,12.6024,35.9168,2.9,1.3762,40.625,76.9939,0.167,0.013232514,0.027502982,0,0.589388311,0.075491821,0.190471363,314,5.433298588,1.724893479,39.3483589,4,3.3600986,301.1369629,353.464447,37.73374176,0
P1189,2023,695947.2035,3840013.56,4.2008,76.2445,2.5,1.7371,89.7872,23.7028,0.6918,0.482301462,0,0,0.840168595,0.104529652,0.052011755,117,0.655437946,3.65608924,35.1268445,3,3.454542875,300.057312,346.7760315,39.26278687,0
P1190,2023,734587.2035,3817933.56,0,0,0,0,0,0,0,0,0,0,0.602620482,0.028556162,0.453249206,873,4.32263422,4.985808207,42.63448849,3,3.31024909,301.7599792,335.0078125,44.05838394,0
P1191,2023,742177.2035,3829663.56,0,0,0,0,0,0,0,0,0,0,0.617689788,0.060099759,0.386006248,478,10.24861431,1.225003154,41.94213585,3,3.382350445,301.5292053,335.715332,42.90612411,0
P1192,2023,745627.2035,3863473.56,0,0,0,0,0,0,0,0,0,0,0.553586602,0.032581606,0.205212257,943,81.93626404,7.726812564,42.12770395,3,3.588914871,302.6880493,330.1582642,37.33930206,0
P1193,2023,780127.2035,3833113.56,0,0,0,0,0,0,0,0,0,0,0.622740209,0.051494776,0.01578973,214,0.477659792,0,43.82670642,2,3.376302719,301.9119873,329.3005066,44.19167709,0
P1194,2023,731137.2035,3825523.56,0,0,0,0,0,0,0,0,0,0,0.689241827,0.034406405,0.419888011,526,5.06251955,0,40.89126598,3,3.345190287,301.198822,337.6591797,43.39349747,0
P1195,2023,739417.2035,3855193.56,0,0,0,0,0,0,0,0,0,0,0.399007231,0.048432494,1,7229,100.440094,0,43.51317956,4,3.534175396,302.5141907,331.5613098,38.17183304,0
P1196,2023,742867.2035,3799993.56,0,0,0,0,0,0,0,0,0,0,0.808849752,0.033948462,0.216191791,477,2.302532673,0,46.90315342,3,3.222721577,302.1470947,341.3564758,43.00836945,0
P1197,2023,755977.2035,3808963.56,0,0,0,0,0,0,0,0,0,0,0.598970294,0.032658998,0.803784579,1737,51.78556442,2.338064341,45.04288533,4,3.269992828,302.2158508,327.0288086,42.7890625,0
P1198,2023,688357.2035,3837943.56,2.1004,0,1,1,100,0,0,1,0,0,0.868482947,0.148405225,0,13,0.713429093,0,32.75040481,2,3.522190332,300.6466675,344.0803223,41.23303604,0
P1199,2023,739417.2035,3820003.56,0,0,0,0,0,0,0,0,0,0,0.724597216,0.035568229,0.037807183,616,7.040386677,1.052631579,41.51842396,2,3.322755337,301.7542114,330.9463196,43.92293549,0
P1200,2023,717337.3749,3808273.724,10.502,79.3951,2.5152,1.5995,89.8167,22.8949,0.6931,0.437779119,0.054889814,0,0.806290865,0.114097258,0,109,0.754057586,0,35.49051146,2,3.265538692,300.7272339,344.5861206,42.99000168,0
P1201,2023,667657.2035,3815173.56,4.2008,106.4902,2.9744,2.3093,89.2608,25.8277,0.598,0.468883973,0.243176809,0,0.753153205,0.061653408,0,70,0.653281271,0,34.16660959,2,3.780448198,301.0014038,366.9212952,44.48402023,0
P1202,2023,713887.2035,3828283.56,0,0,0,0,0,0,0,0,0,0,0.657766342,0.026411713,0.377292409,873,32.02870941,0.523553017,43.10782253,3,3.303674698,300.5953674,345.250061,41.95014954,0
P1203,2023,706297.2035,3848983.56,0,0,0,0,0,0,0,0,0,0,0.623123884,0.094767168,0.31944753,637,5.286783695,1.174412333,41.42384768,3,3.444467306,302.6344299,326.8136597,37.94870758,0
P1204,2023,732517.2035,3837253.56,10.502,54.8204,2.8889,1.4558,75.3623,51.1125,0.4183,0.148669685,0,0,0.735197127,0.046456207,0.394308047,862,18.74551773,0.193621191,38.61902582,5,3.426983356,301.7089844,332.0859375,41.03384018,0
P1205,2023,708367.2035,3858643.56,0,0,0,0,0,0,0,0,0,0,0.669657171,0.042564602,0.614909696,683,51.85175323,0.248998381,44.14411208,4,3.495265722,302.9421997,327.3415833,37.57670212,0
P1206,2023,726307.2035,3838633.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.656689763,0.049643252,0.255143425,557,14.27813053,2.131656482,39.23714477,4,3.425175667,301.930603,333.221283,40.19576263,0
P1207,2023,738037.2035,3829663.56,6.3012,26.465,1.9167,1.3719,79.6296,73.1213,0.2335,0.053866277,0,0.007561437,0.737906456,0.054241896,0.018371948,317,4.666893482,0,36.3578715,3,3.380442858,301.5114746,335.2167358,42.77519989,0
P1208,2023,736657.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.48612988,0.042606414,0.986767486,3150,81.87969971,0,43.15958328,4,3.4765625,302.1987,334.2214355,39.26538086,0
P1209,2023,673867.2035,3832423.56,0,0,0,0,0,0,0,0,0,0,0.630547345,0.027384266,0.952178791,2081,2.144013405,0.020061271,44.92797909,3,3.607907295,302.4287415,362.8200378,44.3230896,0
P1210,2023,753907.2035,3840703.56,0,0,0,0,0,0,0,0,0,0,0.577164352,0.029620309,0.592200052,438,33.36937714,3.210156157,41.30280822,3,3.462357044,302.1203308,337.0616455,40.45496368,0
P1211,2023,710437.2035,3813793.56,4.2008,45.9987,2.0417,1.5485,90,40.7936,0.572,0.238263,0.030241508,0,0.689856768,0.105830019,0.427111829,567,2.573378801,0.829714251,40.64537934,5,3.234496117,300.7655945,344.9986572,41.03335571,0
P1212,2023,735277.2035,3835183.56,12.6024,103.3396,3.3846,2.4415,79.0541,24.9106,0.6145,0.306072387,0,0,0.725553691,0.061554067,0.042047053,335,6.952083111,0.695623386,35.4594415,3,3.416162014,301.6195984,333.2957153,41.61326599,0
P1213,2023,684907.2035,3841393.56,14.7028,146.1878,3.6842,3.1836,84.7305,16.6051,0.6361,0.667047173,0.002367429,0,0.82545656,0.109058323,0.000518977,27,2.452546835,0,34.07981933,3,3.495728016,301.8164673,345.3135071,41.82401276,0
P1214,2023,684907.2035,3836563.56,8.4016,81.9156,3,2.3286,84.6966,24.5168,0.6668,0.372016992,0.007561437,0,0.778785169,0.09392869,0,53,2.585676432,0,34.55031079,3,3.547982931,301.1433105,347.5554504,42.16994476,0
P1215,2023,742867.2035,3824833.56,0,0,0,0,0,0,0,0,0,0,0.52249074,0.022554183,0.766572772,1497,21.9561367,3.161531788,44.8403712,3,3.350864887,301.5516968,333.8732605,43.64422226,0
P1216,2023,731827.2035,3850363.56,0,0,0,0,0,0,0,0,0,0,0.434770793,0.044710656,0.957213598,3028,83.51746368,2.998001694,44.57539244,4,3.496806145,302.5483398,331.8572693,38.12882233,0
P1217,2023,755977.2035,3807583.56,0,0,0,0,0,0,0,0,0,0,0.696286321,0.042363776,0.878919518,1465,23.80533409,0.121236208,46.43992831,4,3.263602495,302.2491455,328.2802429,42.54654312,0
P1218,2023,709057.2035,3825523.56,0,0,0,0,0,0,0,0,0,0,0.63814944,0.018508304,0.897781202,1690,11.80572224,0,45.82612376,3,3.256145954,300.5172424,345.3131104,41.15970612,0
P1219,2023,780817.2035,3868303.56,0,0,0,0,0,0,0,0,0,0,0.799280405,0.047454998,0.005856626,41,2.507466555,0,44.78040728,2,3.55461359,303.2854614,324.6741028,34.22029495,0
P1220,2023,759427.2035,3829663.56,0,0,0,0,0,0,0,0,0,0,0.553561389,0.01985516,0.725461939,1459,89.169487,0,44.85168503,4,3.389098167,301.7865295,333.6200867,43.13491058,0
P1221,2023,736657.2035,3819313.56,0,0,0,0,0,0,0,0,0,0,0.692306221,0.02522631,0.169822886,550,8.181240082,4.008749401,41.52274477,3,3.318253994,301.7372131,333.1454773,43.95766068,0
P1222,2023,674557.2035,3814483.56,2.1004,5.041,1.087,1.087,99.6024,95.3548,0.035,0.992438563,0.001890359,0,0.913891494,0.075839637,0,14,0.757144213,0,31.25404695,2,3.754478693,301.2221069,374.0788879,42.74221802,0
P1223,2023,673867.2035,3814483.56,4.2008,27.7253,1.3556,1.2245,98.3105,72.7593,0.2335,0.92877574,0.014168735,0,0.846255839,0.09490759,0,6,0.753791571,0,31.52797343,2,3.757814169,301.1834412,373.4085999,42.89284897,0
P1224,2023,742867.2035,3862783.56,0,0,0,0,0,0,0,0,0,0,0.540798306,0.032256817,0.935388289,2447,84.4561615,2.745399,44.75628189,4,3.580652714,302.6408997,327.6566467,37.75399399,0
P1225,2023,683527.2035,3835183.56,2.1004,4.4108,1.3333,1.3333,0,96.5452,0.0249,0.003303649,0,0,0.671801925,0.128723848,0.053365218,650,2.085277796,0,41.85441108,3,3.56642437,301.3543701,350.9946899,42.55997467,0
P1226,2023,673867.2035,3828283.56,10.502,27.0951,2.3636,1.2457,68.0851,74.6896,0.2125,0.052040995,0.003780718,0,0.767639399,0.108558583,0.003780718,53,1.008387446,0,37.09242401,2,3.671716213,302.0709839,366.7633057,44.41770935,0
P1227,2023,699397.2035,3833113.56,6.3012,89.477,2.7632,2.359,90.176,26.3996,0.6265,0.662037701,0.017532209,0,0.861501873,0.05447623,0.018903592,98,0.534362674,0,32.29953649,3,3.410474062,299.8888245,349.7609253,39.2239418,0
P1228,2023,724237.2035,3862093.56,0,0,0,0,0,0,0,0,0,0,0.656306446,0.032725579,0.092813148,243,17.1721096,7.546685254,43.38632531,3,3.541218996,302.8777466,332.7854919,37.35313034,0
P1229,2023,731827.2035,3817243.56,4.2008,5.6711,1.4,1,60,93.6338,0.0535,0.008265962,0,0.003780718,0.819859326,0.077482816,0.0940169,294,2.369292259,0,36.65644107,3,3.30258894,301.6854248,337.8795166,44.07514191,0
P1230,2023,765637.2035,3838633.56,0,0,0,0,0,0,0,0,0,0,0.652448118,0.030316906,0.161676576,311,4.969041348,4.969632545,46.24221386,3,3.457838058,302.1368103,338.8087463,41.64748001,0
P1231,2023,701467.2035,3837253.56,4.2008,88.2168,2.6154,2.2588,90.9091,27.3928,0.6176,0.696028523,0,0,0.895892859,0.071991094,0,246,0.651370406,0,34.29816672,2,3.403443575,300.1922302,348.2304382,39.39641571,0
P1232,2023,773227.2035,3835183.56,0,0,0,0,0,0,0,0,0,0,0.666005611,0.04642258,0.06898915,272,0.960493028,6.068043282,47.17424729,2,3.421485186,302.0332642,334.9788513,43.01778412,0
P1233,2023,673941.1156,3846955.327,0,0,0,0,0,0,0,0,0,0,0,0.059515771,0.013671582,177,1.962315321,0,42.17516033,1,3.357304811,302.3361206,337.7150269,43.07901382,0
P1234,2023,695947.2035,3822763.56,12.6024,138.6263,4.2581,3.3867,76.3466,13.0656,0.6841,0.319004133,0.106884387,0,0.776845872,0.068188563,0,85,3.558506727,0,37.22275726,3,3.449898243,300.4031982,359.8019104,37.92287064,0
P1235,2023,778057.2035,3858643.56,0,0,0,0,0,0,0,0,0,0,0.670815706,0.045669901,0.788057375,556,15.59289265,0.181424127,39.65321474,3,3.540688515,303.0466614,331.442749,36.11458969,0
P1236,2023,702157.2035,3834493.56,8.4016,105.8601,3.1026,2.303,88.5953,26.0957,0.5963,0.717007009,0,0,0.970977366,0.07194155,0,43,0.301179409,0,33.46861766,2,3.381325722,300.1470337,349.961853,39.51953125,0
P1237,2023,738727.2035,3842773.56,0,0,0,0,0,0,0,0,0,0,0.459889978,0.039923707,0.7276404,1695,85.5880127,2.732268897,40.67799473,4,3.463062286,301.988678,335.1420593,40.05345917,0
P1238,2023,731827.2035,3846223.56,0,0,0,0,0,0,0,0,0,0,0.499034256,0.037797889,0.952837503,1656,85.48740387,0.78803563,43.27289528,4,3.474806786,302.3622131,332.3286438,38.7123642,0
P1239,2023,686977.2035,3816553.56,2.1004,10.712,1.4286,1.4286,76.9231,88.8116,0.0937,0.017346661,0,0,0.564857364,0.032427469,0.335103548,2007,82.14033508,0.028513546,42.58869504,5,3.626040936,301.5862122,372.3611145,39.21237183,0
P1240,2023,724927.2035,3838633.56,0,0,0,0,0,0,0,0,0,0,0.720139146,0.072264259,0.263797059,610,6.177402973,0.107726922,38.57170939,3,3.423100471,301.9584045,333.461731,40.08502579,0
P1241,2023,695947.2035,3861403.56,0,0,0,0,0,0,0,0,0,0,0.68660903,0.063377116,0.270721699,85,0.726695657,0.10182889,42.53682566,3,3.501951694,302.8508911,323.5444031,38.80695343,0
P1242,2023,678697.2035,3812413.56,6.3012,57.971,2.7143,2.194,81.5385,43.0995,0.5061,0,0.207833537,0,0.499781072,0.023134319,0.033478248,199,1.584194779,55.20178119,44.79409352,3,3.726780891,301.6007996,378.0327148,41.35242462,0
P1243,2023,737347.2035,3866923.56,2.1004,20.1638,1.6,1.6,81.25,80.2286,0.167,0,0,0.039697543,0.716605961,0.060461549,0.098184276,434,54.36008453,0,38.82136764,5,3.587872505,302.6745605,325.3902588,38.15778351,0
P1244,2023,780817.2035,3825523.56,0,0,0,0,0,0,0,0,0,0,0.764318168,0.041018601,0.013709584,179,0.443990022,0,51.18829623,2,3.323056936,301.5596008,328.4411926,46.3580246,0
P1245,2023,730447.2035,3830353.56,4.2008,27.7253,2.0909,1.4333,75.5102,74.1136,0.2178,0.055672821,0,0,0.641919494,0.026077029,0.667392937,1403,9.601668358,1.556698183,41.07839793,5,3.376836777,301.382843,335.7015381,42.37440872,0
P1246,2023,719407.2035,3849673.56,0,0,0,0,0,0,0,0,0,0,0.610286653,0.030947017,0.67995233,1231,33.27540588,7.853388724,43.0728405,3,3.473366976,302.7861328,332.5903625,37.09600067,0
P1247,2023,702847.2035,3822763.56,14.7028,40.9578,3.1818,1.3931,44.186,72.9164,0.2016,0.001890359,0.046763991,0,0.705729663,0.066342735,0.200192523,387,3.658345699,2.318184653,42.62949976,4,3.305888653,300.5396118,349.6772156,39.21749496,0
P1248,2023,721477.2035,3846223.56,0,0,0,0,0,0,0,0,0,0,0.640747309,0.034852958,0.181326601,377,7.325841904,3.387320036,37.73464608,3,3.458390713,302.5848389,332.414093,37.65989304,0
P1249,2023,735967.2035,3830353.56,10.502,20.1638,2.25,1.0938,58.3333,82.8886,0.1356,0.032840632,0,0,0.729662597,0.026262169,0.386950897,796,2.998169184,0.681753063,38.62126566,4,3.384112835,301.5174561,334.7754822,42.57579803,0
P1250,2023,749767.2035,3819313.56,0,0,0,0,0,0,0,0,0,0,0.667764246,0.028332282,0.016190068,398,5.558783054,6.093338481,44.55504033,2,3.321861267,301.9759521,328.7527161,43.68569946,0
P1251,2023,720097.2035,3833803.56,12.6024,51.6698,3.1429,1.6863,61.5385,62.39,0.2954,0.030621083,0.02268431,0.031181967,0.537115812,0.086835925,0.868051207,94,16.57756042,-0.519380599,41.56345216,5,3.37550807,301.3800049,336.7513428,41.1223259,0
P1252,2023,760117.2035,3820693.56,0,0,0,0,0,0,0,0,0,0,0.523246825,0.024140955,0.505940484,716,19.31044579,2.060644639,45.01250182,3,3.331401587,301.8144226,325.7481384,43.93444824,0
P1253,2023,685597.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.524706125,0.041444637,0.919765177,1821,26.65652466,3.126045196,43.23117354,3,3.454432726,302.3618164,344.1338501,41.37159348,0
P1254,2023,738037.2035,3842083.56,0,0,0,0,0,0,0,0,0,0,0.429324538,0.046813303,0.900051088,1423,81.27131653,2.839746217,42.87740656,4,3.458581686,301.9578247,334.7004089,40.17849731,0
P1255,2023,731827.2035,3834493.56,25.2048,136.1059,5,1.8223,62.2047,23.6628,0.5759,0.263928852,0,0,0.686629236,0.063077111,0.005671078,737,8.769174576,0,35.15997591,3,3.407745123,301.6017456,333.2619934,41.57356262,0
P1256,2023,693877.2035,3799303.56,25.2048,124.1336,4.0323,1.7899,77.7778,15.3426,0.6831,0.159264346,0.275550681,0,0.715668857,0.059639045,0.045576325,80,0.930686831,0,38.70440968,3,3.467505932,301.1620789,359.4259033,36.62201691,0
P1257,2023,680767.2035,3813103.56,10.502,33.3963,2.7273,1.4253,53.6585,74.78,0.196,0,0.051099523,0,0.477341592,0.026230591,0.229849977,285,6.226735115,0,42.11599922,4,3.706716061,301.6790466,378.2695618,40.76746368,0
P1258,2023,680767.2035,3826213.56,2.1004,37.8072,1.6667,1.6667,96.8912,75.0013,0.1846,0.933467345,0.021641105,0,0.819306016,0.046418435,0,22,0.601929903,0,32.49848572,2,3.677086592,300.9055176,363.6646729,43.21053696,0
P1259,2023,787717.2035,3859333.56,4.2008,5.6711,1.5,1,50,94.4029,0.0445,0,0,0.006004506,0.655638158,0.041994149,0.024485603,122,3.150859833,0,44.23831119,3,3.447566986,302.9204407,323.1539917,36.67606354,0
P1260,2023,713197.2035,3811723.56,4.2008,78.765,2.2195,1.8387,93.4811,35.2557,0.5468,0.755673682,0.007936773,0,0.845167816,0.105511456,0,32,0.674226105,0,34.19453398,2,3.251601696,300.7985535,344.3753967,41.97395325,0
P1261,2023,714577.2035,3826213.56,16.8032,117.2023,4.24,2.6949,70.5455,24.3053,0.5963,0.09088512,0.187180381,0,0.651020885,0.107353704,0.001890359,163,78.05000305,0,38.34579924,5,3.288019657,300.3727417,347.6029358,42.58089066,0
P1262,2023,766327.2035,3833803.56,0,0,0,0,0,0,0,0,0,0,0.574243724,0.043004653,0.57981893,516,4.605988503,0.285821324,45.891678,3,3.422212601,301.9583435,334.9546814,42.82194901,0
P1263,2023,778747.2035,3847603.56,4.2008,37.1771,1.7778,1.2917,89.3939,56.227,0.4082,0,0,0.142254007,0.486758322,0.040313216,0.539875965,876,29.16136169,0.070275455,38.94869262,5,3.481340647,302.6060486,325.9777832,39.21591949,0
P1264,2023,670417.2035,3811723.56,0,0,0,0,0,0,0,0,0,0,0.695872605,0.010189783,0.198571528,489,2.312196016,0.587979706,39.10500222,3,3.763427019,300.9287109,367.281311,43.12444305,0
P1265,2023,691117.2035,3798613.56,25.2048,125.3938,4.3846,1.8923,69.4444,22.0134,0.6081,0.225411072,0.073551126,0,0.756324351,0.062263532,0.011527704,130,1.047132015,3.922987604,37.78573037,3,3.494670391,301.3078613,363.3940735,36.6516571,0
P1266,2023,747697.2035,3856573.56,4.2008,65.5325,1.8611,1.7728,94.7635,27.4902,0.6755,0,0,0.607915933,0.583147943,0.035052994,0.077945959,509,94.55926514,25.67020755,31.97902658,6,3.553538561,302.5774841,335.7669067,37.54019165,0
P1267,2023,695257.2035,3851743.56,10.502,11.3422,2,1,25,90.8185,0.0704,0.014223309,0,0,0.738176823,0.064635404,0.007561437,120,2.243549585,0,38.65052844,2,3.467256546,301.9225464,337.8847351,38.93196106,0
P1268,2023,705607.2035,3837253.56,4.2008,61.1216,1.8605,1.7556,95.6316,48.1042,0.4377,0.846845596,0,0,0.932655513,0.098557367,0.001371382,44,0.645418823,100,33.05701122,2,3.361245871,300.749115,350.1454468,39.53012466,0
P1269,2023,698017.2035,3828283.56,6.3012,55.4505,1.8372,1.6157,95.9137,54.2207,0.38,0.857580195,0.016929417,0,0.858053565,0.062746023,0.012527988,66,0.726695657,112.5461178,33.21197042,3,3.41644454,300.0713501,354.2826843,38.59650421,0
P1270,2023,746317.2035,3830353.56,2.1004,3.1506,1,1,100,95.9497,0.035,0.004239869,0,0,0.54325664,0.031560407,0.808309372,995,41.04991913,0.381779916,42.53370998,5,3.388836384,301.6582642,336.4119873,42.68772507,0
P1271,2023,707677.2035,3844153.56,14.7028,44.7385,2.8571,1.2962,63.8889,64.9123,0.2819,0.082795216,0,0,0.768596947,0.07305988,0.00308886,176,3.428012133,0,35.96306392,3,3.415405035,302.088623,333.8960266,38.39876556,0
P1272,2023,747697.2035,3813793.56,0,0,0,0,0,0,0,0,0,0,0.684779048,0.035051835,0.47118835,818,42.70415878,1.582320079,43.19354329,3,3.291306496,302.1512451,323.7129211,43.86243057,0
P1273,2023,711817.2035,3864853.56,0,0,0,0,0,0,0,0,0,0,0.760366499,0.042761177,0.301768454,438,2.361353159,0.350266734,45.86455958,3,3.521509171,302.641449,329.6487122,38.01035309,0
P1274,2023,757357.2035,3815863.56,0,0,0,0,0,0,0,0,0,0,0.634112477,0.035389922,0.811610616,784,19.43146515,0.188083935,44.27911354,3,3.302755594,302.0071106,321.3570557,43.9366188,0
P1275,2023,755287.2035,3815173.56,0,0,0,0,0,0,0,0,0,0,0.632010341,0.027123628,0.452347236,305,31.77794456,0.022972312,48.0549186,3,3.298844099,302.0849609,321.8161316,43.86053467,0
P1276,2023,769087.2035,3820693.56,0,0,0,0,0,0,0,0,0,0,0.535948455,0.024476811,0.721546828,306,10.97700214,34.14647218,45.10954772,3,3.330038309,301.6867981,329.8954773,44.94584274,0
P1277,2023,720787.2035,3810343.56,14.7028,64.9023,2.9524,1.4276,78.0749,42.4453,0.4956,0.195899912,0,0,0.760345399,0.063456643,0,239,1.880177021,0,38.24764213,3,3.264509916,301.0325623,345.2815552,43.57489777,0
P1278,2023,708367.2035,3843463.56,8.4016,14.4928,2,1.2333,46.1538,87.8979,0.0937,0.018688802,0,0,0.76379931,0.116431898,0.00282658,103,3.258656025,0,36.70379558,3,3.411914825,302.00354,335.0065613,38.49250031,0
P1279,2023,753217.2035,3829663.56,0,0,0,0,0,0,0,0,0,0,0.749851108,0.033234911,0.153017359,119,6.090816021,0.506674275,44.91707947,3,3.386804104,301.8260803,337.1187439,42.71341324,0
P1280,2023,748387.2035,3829663.56,0,0,0,0,0,0,0,0,0,0,0.533504069,0.026032695,0.689531242,753,30.24491692,11.07755454,44.61954595,3,3.384890795,301.7155457,336.9635315,42.74591446,0
P1281,2023,780127.2035,3827593.56,0,0,0,0,0,0,0,0,0,0,0.709486783,0.041895562,0.199860927,126,0.650805831,0.142434529,48.15361055,3,3.340065956,301.6333618,328.8792725,45.91487122,0
P1282,2023,726307.2035,3839323.56,0,0,0,0,0,0,0,0,0,0,0.59255898,0.073308913,0.296154844,547,17.62838745,0.390457447,40.60075676,3,3.428933382,301.9846497,333.1474304,39.99856949,0
P1283,2023,753217.2035,3825523.56,0,0,0,0,0,0,0,0,0,0,0.748579323,0.030304526,0.141310703,274,6.980623245,1.130688324,46.57986525,3,3.358573437,301.782959,337.7111816,43.36841583,0
P1284,2023,773917.2035,3860023.56,0,0,0,0,0,0,0,0,0,0,0.682103395,0.046161572,0.11758502,114,6.235314369,0.334149722,48.5414082,2,3.566619396,303.0823669,332.6774292,35.73995972,0
P1285,2023,711127.2035,3848293.56,0,0,0,0,0,0,0,0,0,0,0.73496151,0.026714285,0.231683929,463,5.023201942,0.674759288,41.39729912,3,3.451060057,302.6888123,329.8621521,37.42943192,0
P1286,2023,780127.2035,3857263.56,0,0,0,0,0,0,0,0,0,0,0.668103099,0.035965434,0.111804793,104,16.87524986,0.69997699,40.36628847,3,3.516486645,302.9744873,329.2887268,36.58549118,0
P1287,2023,756552.9922,3802929.777,0,0,0,0,0,0,0,0,0,0.001147161,0,0.028313417,0.091944134,0,0,0,44.76126555,1,3.239180565,302.3121033,332.177124,41.58830643,0
P1288,2023,755977.2035,3839323.56,0,0,0,0,0,0,0,0,0,0,0.613198638,0.039544662,0.52831295,472,28.99346924,3.656571518,43.49907801,3,3.455567598,302.0850525,335.783783,40.93343353,0
P1289,2023,738037.2035,3855193.56,0,0,0,0,0,0,0,0,0,0,0.504987299,0.035257958,0.996696351,1968,90.45149231,0,43.43170754,4,3.531956196,302.5406799,331.2712708,38.12277985,0
P1290,2023,698707.2035,3834493.56,2.1004,59.8614,2.1163,2.1163,94.5392,53.0706,0.3836,0.869547299,0.000477069,0,0.939946234,0.099801555,0.003780718,49,0.466651469,0,32.3297223,2,3.424595356,299.7267456,348.614502,39.27562332,0
P1291,2023,664897.2035,3810343.56,0,0,0,0,0,0,0,0,0,0,0.6849491,0.012074785,0.039238392,142,1.926328182,17.74019837,43.60213587,2,3.76687479,300.691864,360.1355286,44.59739685,0
P1292,2023,673867.2035,3810343.56,4.2008,8.8217,1.4,1.2,60,92.7514,0.0535,0.001890359,0.007561437,0,0.623959243,0.025150068,0.018444441,183,1.686646461,0,42.0551669,3,3.732674837,301.3280029,369.4107971,41.9723587,0
P1293,2023,765637.2035,3842773.56,0,0,0,0,0,0,0,0,0,0,0.525963724,0.039393857,0.895866854,606,15.57398319,6.367889655,45.55460731,3,3.485008001,302.3164978,340.2466736,40.40384674,0
P1294,2023,681457.2035,3857263.56,0,0,0,0,0,0,0,0,0,0,0.790034235,0.047622031,0.26881766,54,0.935963154,0,41.81842756,3,3.481118917,302.450531,326.9276733,42.80693436,0
P1296,2023,735277.2035,3848983.56,4.2008,16.3831,1.875,1.4286,70.8333,83.8013,0.1356,0,0,0.028253654,0.540806115,0.067049623,0.754135194,2996,93.0568924,1.368498587,41.67706108,6,3.494068384,302.4190063,333.2301331,38.50326157,0
P1297,2023,666277.2035,3850363.56,0,0,0,0,0,0,0,0,0,0,0.620086193,0.02416218,0.433486613,504,1.887691498,0.265117885,48.00009905,3,3.316218376,301.9189453,331.2269287,43.64938736,0
P1298,2023,737347.2035,3863473.56,0,0,0,0,0,0,0,0,0,0,0.560524762,0.028811176,0.408409872,1066,83.53672791,2.587294938,42.10173038,4,3.572299719,302.6735229,327.0099792,37.98387527,0
P1299,2023,755977.2035,3857953.56,0,0,0,0,0,0,0,0,0,0,0.563860297,0.032660856,0.609116121,988,82.33415985,4.932599299,40.96257985,4,3.569292545,302.7322388,335.2962952,36.85484314,0
P1300,2023,785647.2035,3841393.56,0,0,0,0,0,0,0,0,0,0,0.68235749,0.0424282,0.010304201,145,0.904067755,0,43.08671319,2,3.380789757,302.3013611,335.1552124,41.53109741,0
